Time	RSS	CPU
2228	14.5g	0.0
2231	14.5g	0.0
2233	14.5g	7.7
2235	14.5g	0.0
2237	14.5g	300.0
2239	14.5g	300.0
2241	14.5g	107.7
2244	14.5g	307.7
2246	14.5g	315.4
2248	14.5g	307.7
2250	14.5g	291.7
2252	14.5g	0.0
2254	14.5g	0.0
2257	14.5g	0.0
2259	14.5g	300.0
2261	14.5g	0.0
2264	14.5g	0.0
2266	14.5g	207.7
2268	14.5g	269.2
2270	14.5g	346.2
2272	14.5g	500.0
2274	14.5g	315.4
2277	14.5g	283.3
2279	14.5g	223.1
2281	14.5g	300.0
2283	14.5g	53.8
2285	14.5g	23.1
2288	14.5g	23.1
2290	14.5g	15.4
2292	14.5g	7.7
2294	14.5g	15.4
2297	14.5g	15.4
2299	14.5g	0.0
2301	91256	0.0
