Time	RSS	CPU
2570	7.4g	1083
2572	7.4g	683.3
2574	7.4g	981.8
2576	7.4g	1200
2579	7.4g	1167
2581	7.4g	1338
2583	7.4g	1150
2585	7.4g	1292
2587	7.4g	925.0
2589	7.4g	1264
2591	7.4g	1100
2593	7.4g	684.6
2595	7.4g	783.3
2597	7.4g	833.3
2599	7.4g	991.7
2601	7.4g	825.0
2604	7.4g	792.3
2606	7.4g	691.7
2608	7.4g	853.8
2610	7.4g	1100
2612	7.4g	808.3
2614	7.4g	630.8
2616	7.4g	683.3
2618	7.4g	792.3
2620	7.4g	515.4
2623	7.4g	669.2
2625	7.4g	500.0
2627	7.4g	716.7
2629	7.4g	753.8
2631	7.4g	633.3
2633	7.4g	658.3
2635	7.4g	492.3
2637	7.4g	708.3
2639	7.4g	758.3
2641	7.4g	638.5
2644	7.4g	866.7
2646	7.4g	585.7
2648	7.4g	691.7
2650	7.4g	507.7
2652	7.4g	800.0
2654	7.4g	623.1
2656	7.4g	576.9
2658	7.4g	553.8
2660	7.4g	700.0
2662	7.4g	753.8
2665	7.4g	515.4
2667	7.4g	500.0
2669	7.4g	541.7
2671	7.4g	669.2
2673	7.4g	700.0
2675	7.4g	653.8
2677	7.4g	784.6
2679	7.4g	507.7
2681	7.4g	733.3
2684	7.4g	569.2
2686	7.4g	816.7
2688	7.4g	691.7
2690	7.4g	600.0
2693	7.4g	625.0
2695	7.4g	818.2
2697	7.4g	592.3
2699	7.4g	700.0
2701	7.4g	866.7
2703	7.4g	775.0
2705	7.4g	761.5
2707	7.4g	725.0
2709	7.4g	800.0
2711	7.4g	692.3
2713	7.4g	563.6
2716	7.4g	776.9
2718	7.4g	641.7
2720	7.4g	715.4
2722	7.4g	733.3
2724	7.4g	715.4
2726	7.4g	823.1
2728	7.4g	638.5
2730	7.4g	636.4
2732	7.4g	476.9
2735	7.4g	600.0
2737	7.4g	569.2
2739	7.4g	950.0
2741	7.4g	653.8
2743	7.4g	758.3
2745	7.4g	775.0
2747	7.4g	992.3
2749	7.4g	807.7
2751	7.4g	792.3
2753	7.4g	800.0
2755	7.4g	816.7
2757	7.4g	825.0
2760	7.4g	1145
2762	7.4g	791.7
2764	7.4g	991.7
2766	7.4g	783.3
2768	7.4g	700.0
2770	7.4g	923.1
2772	7.4g	833.3
2774	7.4g	633.3
2776	7.4g	808.3
2778	7.4g	691.7
2780	7.4g	827.3
2783	7.4g	646.2
2785	7.4g	707.7
2787	7.4g	684.6
2789	7.4g	615.4
2791	7.4g	761.5
2793	7.4g	525.0
2795	7.4g	538.5
2797	7.0g	100.0
2799	4.9g	276.9
2801	4.9g	200.0
2804	4.9g	200.0
2806	4.3g	100.0
